"","company","rating","salary","city","state","description","companysize","industy"
"414","CKM Advisors",4.6,"$84k-$134k","New York","NY"," QUALIFICATIONS Bachelors, Masters, or Ph.D.Passion for empirical research and developing data driven solutions to difficult business questionsDemonstrated proficiency in computational tools, e.g. Python, R, Java, C++, MATLAB, SAS, or JavaScript/HTML in an academic or professional environmentSkills in or familiarity with data cleaning, natural language processing, machine learning, artificial intelligence, visualization, network analysis, and distributed computing are a plusFamiliarity with database concepts and structuresAbility to communicate complex quantitative analyses clearlyFluent oral and written English communication skillsSelf-starter and team playerAbility and willingness to travel from time to time (domestic and international)Authorized to work in the US Compensation is competitive and commensurate with your degree and experience. ","1-50","Consulting"
"415","Schneider Electric",3.6,"$89k-$134k","Andover","MA","Schneider Electric™ creates connected technologies that reshape industries, transform cities and enrich lives. Our 144,000 employees thrive in more than 100 countries. From the simplest of switches to complex operational systems, our technology, software and services improve the way our customers manage and automate their operations. Help us deliver solutions that ensure Life Is On everywhere, for everyone and at every moment: https://youtu.be/NlLMv1Y7Hk.Great people make Schneider Electric a great company.The Office of the CTO within the Information Technology Division of Schneider Electric is looking to hire an entry-level data scientist to work in a team building, testing, and deploying data-driven models for our products, systems, and services. Our data science efforts are interdisciplinary – incorporating understanding and methodology from engineering, computer science, statistics, operations research, machine learning, and artificial intelligence. You will design and validate models in Python and R utilizing data from Schneider Electric repositories and laboratories -- and external sources.Additionally, you will work with and alongside engineering and services stakeholders to identify business opportunities, use cases, and new data sources. Communication and leadership skills will be critical as you will serve as a technical resource for data science for internal projects, external collaborations and partnerships. This job might be for you if:Are expecting to graduate from a Computer Science, Engineering, Mathematics, Statistics, or related technical degree program at an accredited institution (undergraduate or master’s degree expected)Technical programming project or work experience is a plus (particularly coding in R, Python, or MATLAB)Must be in good academic standing Self-managed, disciplined and committed to working in a fast-paced environmentGood written and verbal communication skillsExcellent problem solving skills Strong interpersonal skills and ability to work effectively in a team environment We seek out and reward people for being straightforward, open, passionate, effective and challenging the status quo. We want our employees to reflect the diversity of the communities in which we operate. We welcome people as they are, creating an inclusive culture where all forms of diversity are seen as a real value for the company. We’re looking for people with a passion for success — on the job and beyond. See what our people have to say about working for Schneider Electric: https://youtu.be/6D2Av1uUrzY.Let us learn about you! Apply today.You must submit an online application to be considered for any position with us. This position will be posted until filled.It is the policy of Schneider Electric to provide equal employment and advancement opportunities in the areas of recruiting, hiring, training, transferring, and promoting all qualified individuals regardless of race, religion, color, gender, disability, national origin, ancestry, age, military status, sexual orientation, marital status, or any other legally protected characteristic or conduct.Concerning agencies: Schneider Electric does not accept unsolicited resumes and will not be responsible for fees related to such.Schneider Electric is an Equal Opportunity Employer Minorities/Women/Veterans/Disabled.","10000--1","Energy"
"416","Nexosis",5,"$51k-$83k","Columbus","OH","About Nexosis: Nexosis is a venture-backed startup focused on democratizing machine learning. We are partnered with some of the best-known Fortune 500 companies to leverage data science, gain actionable insights, and answer some of their most pressing questions, including demand forecasting and timeline-based causalities. About you: You should be a self-starter, and a person thats naturally curious. You dont shy away from problems, or from new ideas. You are able to work independently and as part of an overall team. You will work on various research and development projects, including building statistical/machine learning models to optimize our proprietary technology. What youll be doing:Building something new, which will require a lot of research and developmentImplement state-of-the-art machine learning approachesAutomate and productize previously manual data science workflows into a commercial software engine""Full-stack"" data analysis including data exploration, feature construction, modeling, and visualizationKey Requirements:MS in quantitative field. PhD preferred, but Not Required2+ years of experience with Machine Learning (Regression models, SVM, Factorization Machines, Clustering, Bayesian methods, Anomaly Detection, Neural Networks, etc)2+ years of experience performing statistical data analysis, preferably in an experimental or research settingKnowledge of time series algorithms (auto-regressive models, state-space models, Kalman filtering, etc.) and experience solving time series problemsComfortable with a wide set of machine learning approaches and data analysis techniquesProven track record of delivering models that answer difficult questions and solving complex problems with various amounts of dataExperience building or working with automated data analysis workflows5+ years with one of the following: Python, R, C/C++, C#, JavaFamiliarity with data analysis packages and workflows in R and/or PythonBenefits:Health Insurance (medical, dental, and vision)Generous PTOStock Options401K Plan Available","1-50","Enterprise Software & Network Solutions"
"417","Mitek",3.9,"$100k-$142k","San Diego","CA","About Mitek""Accelerating the digital transformation of business through intelligent mobile capture.""Mitek (NASDAQ: MITK) is an innovator in Artificial Intelligence and Machine Learning that simplify everyday tasks.Mitek (NASDAQ:MITK) is a global leader in mobile capture and digital identity verification software solutions. Miteks ID verification allows an enterprise to verify a users identity during a mobile transaction, enabling financial institutions, payments companies and other businesses operating in highly regulated markets to transact business safely while increasing revenue from the mobile channel. Mitek also reduces the friction in the mobile users experience with advanced data prefill. These innovative mobile solutions are embedded into the apps of more than 5,800 organizations and used by tens of millions of consumers for mobile check deposit, new account opening, insurance quoting, and more.We have a track record of breakthrough achievements that have helped to transform mobile banking and the identity authentication markets. As a result, we have grown globally with offices in the UK and the Netherlands and are listed on the NASDAQ.Were looking for team members that live our core values of Delivering, Learning and Caring.What Youll Do (Role Description)You will be an integral member of the Mitek Labs (R&D) team, discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, machine learning and building high quality scoring and prediction systems integrated with our products.You will be responsible for:Define and develop an improved identity model that delivers highly accurate identity scores that may be early indicators of fraudLeadership in helping Mitek take advantage of the vast amounts of data we collect to continually improve our products and allow us to serve our customers better (and quicker)Automated scoring of various identity authentication algorithms to predict counterfeit and forgery of documentsIncorporating authenticator results along with information from various other sources (3rd Party and Customers) into identity modelsData mining of data produced by our products such as MobileVerify, and producing descriptive and predictive measuresCollaborate with Data Engineering team in establishing procedures for the collection, labeling, cleansing and verification of integrity of data Who You Are (Soft Skills, Attributes) Data-oriented personalityAble to quickly understand new domains and develop accurate modelsMust be hands-on and work well within a cross-functional team of R&D, software, data, cloud-ops and product engineersIdentify and elevate performance issues through the appropriate channelsTake initiative to resolve problems with high qualityStrong communicator with great interpersonal, written, and oral communication skills What You Need (Skills/Experience) 5-10+ years of direct experience in Data ScienceGood applied statistics skills (distributions, statistical testing, regression, etc.)Strong mathematical fundamentals (linear algebra and numerical methods)Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Neural Networks, etc.Experience with common data science toolkits, such as R or MatLabGood scripting and programming skills (Python)Proficiency in using query languages and databasesExperience within an Agile Software Development across global dev teamsExperience with data visualization tools What Would be Nice (Preferred Skills/Experience) Experience building models for Identity Fraud and Identity RiskELK StackDeep Learning, ConvNets, TensorFLow, Caffe, TorchComputer Vision, OpenCVSoftware Engineering, Linux, Go, C and C++EducationMasters or PhD","51-200","Computer Hardware & Software"
"418","Docurated",5,"$74k-$115k","New York","NY","Docurated is looking for talented Data Scientists!As a Data Scientist at Docurated, youll be working with a very unique dataset. Were able to gather fairly complete internal document usage data for our enterprise customers. Combining this with our complete view of structured and unstructured document data, were able to make a lot of magic happen. Our product is the future of enterprise insight.How We Do It!The entire team has a strong collaborative, learning culture. Together we do group classes, internal tech talks, paper reviews, book clubs, and more. We come from schools like Stanford, MIT, and Harvard. We leverage new ideas, tools and approaches. We hack aggressively and have a high GSD quotient, along with a consistently high level of excitement and inspiration.What We're Looking For:Academic and practical experience with large-scale machine learning, NLP, and information retrieval.History of shippingDrive to work in a fast-paced, entrepreneurial environmentProduct/customer focus: youre able to integrate customer needs with technical possibilities, limited by nothing but your imagination.Perks and Benefits:Highly competitive compensation packageWe cover 100% of health benefits (seriously, this is real)A company Mac or PCFree breakfast, lunch, snacks, drinks.Membership to the Chelsea Piers gymAccess to summer Hampton's houseOur mission is to help our customers see and understanding everything about their content.","1-50","IT Services"
"419",NA,4.4,"$69k-$107k","Huntsville","AL",NA,"51-200","IT Services"
"420","Eversight, Inc.",4.8,"$94k-$136k","Palo Alto","CA","The Opportunity Eversight is looking for a new member of our Data Science team to help us transform a $300 billion market. Every year, consumer goods brands and retailers in the US spend nearly 2% of GDP to fund discounts and other promotions, which drive ~40% of overall sales volume. Eversight is the pioneer in Offer Innovation, introducing the capability for brands and retailers to discover, test, and deploy more effective promotions using a cloud-based SaaS platform that harnesses the latest in behavioral economics and machine learning. The Offer Innovation platform leverages recommendation-based test design, automated feature selection capability, algorithmic optimal experimental design and predictive analytics.  Reporting directly to the Head of Data Science, you will work with customers (leading CPGs like Mars, Coca-Cola, and Nestle) and our Customer Success team to analyze and provide insight using large data sets from real experiments. As a key user-facing technical expert, you will develop generalizable and extensible solutions to clarify and improve product outcomes for our customers. This is an opportunity to work at the tip of the spear in applying cutting edge data science to transform an industry, working cross-functionally with a collaborative team in a dynamic startup experiencing dramatic, triple-digit growth. ResponsibilitiesServe as dedicated data science expert for Eversight’s users (leading CPG customers and the Customer Success team)Lead custom analyses and communicate findingsContribute to experimental design and validation for novel customer micro-testsTechnical resource for science-related questions about the product, test design, and insightsMine customer and retailer digital assets to generate insights about optimal promotional test design and variable selectionDevelop generalizable and scalable solutions for all of the above via scripting automated analyticsTranslate analytic insights into concrete, actionable recommendations for business or product improvementMaintain and augment internal statistical monitoring tools for science related features as well as prototype new science-driven product featuresPartner with the engineering team to validate product automationBehavioral ProfileAnalytical, framework thinker with a strongly empirical orientationHighly consultative and service-oriented; strong at translating data science concepts to non-technical audiencesBusiness focused; measures work in its contributions to business outcomes and prioritizes effort against deliverables accordinglyExperience2+ years of relevant experience in analytics, data mining and experimentation with direct impact on business valueB.S. in Statistics, Mathematics, Engineering, Operations Research, Computer Science or relevant quantitative fieldExperience in A/B testing and design of experiments (DOE)Experience in machine learning methods with emphasis in regression and classification techniques (GLM, GLMM, decision trees, logistic regression, boosting, SVM)Experience with statistical analysis tools such as Python or RExperience with SQLKnowledge of common data structures and ability to write efficient code in at least one language, preferably PythonLocation Palo Alto, CA About the Company: Headquartered in Palo Alto, Calif. and founded in 2013, Eversight provides Offer Innovation software solutions to enable consumer product manufacturers and retailers to discover, test, and deploy more effective promotions. Offer Innovation combines behavioral economics and machine learning to identify hundreds of potential promotion combinations, micro-testing of dozens of promotion variations with real consumers in digital channels, and predictive analytics to assess in-store performance of the best promotions. Eversight serves as a strategic partner to some of the largest consumer goods companies and retailers, including Meijer, Coca-Cola, Nestle, Mars, Unilever and Kimberly-Clark. Promotions based on Offer Innovation have yielded an unprecedented 5 to 25 percent performance improvement over traditional promotions. Visit http://www.eversightlabs.com to learn more.","51-200","Computer Hardware & Software"
"421","Nissan",3.3,"$101k-$148k","San Jose","CA"," We are looking for a Data Scientist for the ACMS Data Analytics group in Silicon Valley, CA who will help us discover insights hidden in vast amounts of data from a variety of sources such as telematics (i.e. connected cars), social media, app usage data, and marketing & sales data to make smarter decisions to improve vehicle quality, deliver new connected car/mobility services, and derive new opportunities in departments such as marketing, after sales, and finance.  The innovative cars of tomorrow will deliver incredible performance, innovative mobility services, and protect the environment. Advances in autonomous vehicles and connected cars are poised to transform the entire mobility and transportation eco-system. Nissan, in alliance with Renault has created a new 300 person division, the Alliance Connected and Mobility Services (ACMS) Division, for the purpose of releasing at least 10 vehicles with “significant” autonomous driving capabilities by 2020. Nissan and Renault’s new ACMS Division will focus on the development of software, cloud engineering, and big data analytics for connected-car technologies. The ACMS division spans three continents; Europe, North America, and Asia. ACMS is divided into divisions covering Connected / Mobility Services, Connected Car Platform / Architecture, Connected Car Engineering, and Data Analytics. The ACMS Data Analytics group in Silicon Valley was recently established and will focus on utilizing data analytics and connected car data to: (1) enable predictive analytics for connected vehicle health, (2) enable / optimize new data based connected car / mobility services, (3) optimize business units related to digital marketing, after-sales, and finance. Job Requirements: Applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated into our back end to support new and existing services.  Text analytics and experience in graph analytics is desired for deriving insights from text based data.  Selecting features, building and optimizing classifiers using machine learning techniques to enhance predictive analytics  Data mining using state-of-the-art methods  Extending company’s data with third party sources of information when needed  Enhancing data collection procedures to include information that is relevant for building analytic systems  Processing, cleansing, and verifying the integrity of data used for analysis  Doing ad-hoc analysis and presenting results in a clear manner Minimum Requirements: MS or PhD degree in Statistics, Operations Research, EE, CS or equivalent / related area  7 years of experience directly related professional level experience.  2+ years of experience in data analytics  Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.  Experience with common data science toolkits, such as R, NumPy, Spark, Excellence in at least one of these is highly desirable  Experience with data visualization tools, such as Tableau, etc  Proficiency in using query languages such as SQL or equivalent  Experience with NoSQL databases, such as MongoDB or equivalent  Good applied statistics skills, such as distributions, statistical testing, regression, Bayesian, Markov chains, etc.  Good scripting and programming skills in Python or equivalent  Data-oriented personality","10000--1","Transportation Equipment Manufacturing"
"422","SparkCognition",4.9,"$80k-$122k","Austin","TX","Data ScientistLocation: Austin, TXType: Full TimeMin. Experience: Mid Level+ View detailsWe are looking for a collaborative, self-starting, hungry Data Scientist to join our team of engineers, data scientists, and designers to deliver the next generation of cognitive analytics solutions. At SparkCognition, you will work on the latest tools in Machine Learning, Cognitive Computing, Big Data, Cloud Computing, Graph Databases to solve challenging problems. Expertise in R, Python or similar Machine Learning languages/packagesExpertise in Machine Learning/Cognitive Computing algorithms and techniquesExperience with High Performance computingExperience with Big Data Analytics, Graphing techniquesStrong inter-personal skillsIndependent thinking and desire to learn new techniques/technologiesRequirementsBachelors Degree or higher with relevant experience. Masters and PhD preferred.","51-200","Enterprise Software & Network Solutions"
"423","Consultants 2 Go",4,"$80k-$127k","Washington","DC","Overview Dynamic, Entrepreneurial Consulting Company seeking Data Scientists! If you’ve got entrepreneurial spirit and passion, are driven by results, and want to be a part of significant growth, we’re looking for you!  Consultants 2 Go® (C2G) is recognized as an award-winning consulting firm and has provided services to some of the world’s best known and most respected organizations. While C2G has worked primarily with clients that are Fortune 500 and mid-sized companies, we also extend services to smaller businesses and non-profits.  C2G is a marketing and analytic consulting company that places consultants in highly strategic marketing and analytic roles, and one of the fastest growing Inc 5000 companies.  If you are ready to embrace the challenge and would like to join our team as one of our Data Scientists, please keep reading!  As Data Scientists, we work with business leaders to solve clients’ business challenges and improve clients’ marketing results. We contribute our Advanced Data Science subject matter expertise to the recommendations and solutions delivered to our clients.  We spend the majority of our time on getting data into proper shape, performing statistical analyses, developing predictive models and machine learning algorithms to solve clients’ business problems. We evaluate different sources of data, discover patterns hidden within raw data, create insightful variables, and develop competing models with different machine learning algorithms. We validate and cross validate our recommendations to make sure our recommendations will perform well over time. Main ResponsibilitiesWork with practice leaders and clients to understand clients’ business problem, industry context, data sources, potential risk and constraintsProblem solve with practice leaders to translate the business program into a solvable Data Science problem, formulate different approaches, outline pros and cons for each approachWork with practice leaders to get client feedback, get alignment on approaches, deliverables, and overall timelineDevelop a project plan including key milestones, timeline, and contingency planGather data from client and external data vendorsPerform data cleaning/hygiene, data QC, and integrate data from both client internal and external data sources on Advanced Data Science PlatformConduct statistical data analysis, including exploratory data analysis, data mining, and document key insights and findingsCreate insightful and/or predictive summary variables from granular-level dataDevelop, validate, and cross-validate predictive models and/or machine learning algorithms using Advanced Data Science techniques and toolsDocument predictive models / machine learning results that can be incorporated into client-deliverable documentationDocument key insights, recommend actions client could take, and quantify business impactAssist client to turn models and algorithms into implementable production codesQualifications:MS or PhD degree in Statistics, Math, Operation Research, Economics, Advanced Analytics, Computer Sciences, Engineering1-10 years’ professional experience in Advanced Data Science, such as predictive modelling, statistical analysis, machine learning, text mining, geo-spatial analytics, time series forecasting, optimizationExperience with one or more Advanced Data Science software languages (R, Python, Matlab, SAS, Perl, Java, PHP)Experience with structured or un-structured data analysis and tools (SQL, Hadoop, Spark, NoSQL, MySQL, MariaDB, Hive, Pig, etc)Comfortable with cloud-based platforms (AWS, Azure, Google)Experience with Google Analytics, Adobe Analytics, Optimizely a plusExperience in digital marketing a plus","1-50","Consulting"
"424","Fabergent USA",4.8,"$66k-$107k","Chicago","IL","Ref No.: 17-00403Location: chicago, IllinoisPosition Type: Right to HireJob Description Our client, an SEO technology company, is re-architecting their DW and ETL processes and looking for someone who is an expert in R, has several years' experience using SQL Server or similar RDBMS tools, ability to pull data from multiple data sources, clean, data, and analyze. Experience creating predictive models in R is a must-have.  They have predictive models that operate on observation data from search engines (bing / google, etc). We predict the CTR of various ads using many different inputs. We need to evaluate our models and the person responsible for this has left.  Someone familiar with search engine marketing data would be a very big plus.","51-200","IT Services"
"425","Trinity Health",3.1,"$63k-$97k","Livonia","MI","Department: IN301_60055 Health Informatics Expected Weekly Hours:40Shift: Day Shift Position Purpose:Job Description Details:POSITION PURPOSE Serves as a business intelligence consultant in analyzing data, particularly large sets of data, in order to assist Trinity Health with Population Health, Value Management and other strategic initiatives. Contributes and participates in projects with Data Governance, Data Warehouse and Advanced Analytics teams. Assists Trinity Health customers with various financial and clinical analyses and research, along with participating in various special projects. Develops an analytical skill set to solve multiple business problems, creating and implementing data driven strategies to support Population Health, Value Management and other key initiatives for Trinity Health. Position incumbents are expected to be comfortable working in the capacity of a software engineer and a quantitative researcher. ESSENTIAL FUNCTIONS AND RESPONSIBILITIES Applies statistical techniques and quantitative methods in reviewing Trinity Health data, to develop scorecards, population health analyses, benchmarking studies, and other clinical and financial analyses. Utilizes regression analysis, decision trees, segmentation, and simulation in support of statistical analysis. Utilizes quantitative techniques and models to identify improvement opportunities and quality measures. Participates in System-wide complex projects and lead small projects as needed. Conducts benchmarking studies and other research and provides value added analyses and summaries. Assists in performing clinical analyses including quality measures, improvement of the care experience, etc. Assists in development of strategic and tactical conclusions from data review and analyses in order to make recommendations to senior leadership in an easy to understand communication format. Assists in the research of existing methods and new approaches for statistical and computational analysis and modeling of clinical and financial data. Participates in leveraging selection procedures to distill through large datasets in order to identify crucial pieces of information. Collaborates with members of various TIS teams, including Advanced Analytics, Data Warehouse Data Governance, and Clinical etc., to provide them with the results of data analyses. Executes recurring data mining and process activities that provide the foundation for key analytic capabilities. Assists in the translation of data mining activities into actionable business information. Participates in the development and implementation of sophisticated financial models. Builds strong relationships internally and collaborate effectively on cross-functional teams. Develops a trusted relationship with customer contacts through effective communication and efficient, quality execution of analyses and projects. Maintains a working knowledge of applicable Federal, State and local laws/regulations; the Trinity Health Integrity and Compliance Program and Code of Conduct; as well as other policies and procedures in order to ensure adherence in a manner that reflects honest, ethical and professional behavior. MINIMUM QUALIFICATIONS Bachelor’s degree in Computer Science, Engineering, Statistics or other technical concentration or an equivalent combination of education and experience. Advanced degree in a relevant technical field preferred. Three (3) to five (5) years of experience in a relevant technical, analytical or statistical role. Some experience solving analytical problems using quantitative approaches. Familiarity manipulating and analyzing high-volume, high-dimensionality data from varying sources. Strong passion for empirical research and for answering hard questions with data. Ability to provide a flexible analytic approach that allows for results at varying levels of precision. Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner, in a way that can be understood by customers. Familiarity with relational databases and SQL. Knowledge of an analysis tool such as R, Matlab, or SAS is desired. Experience working with large data sets, and/or experience working with distributed computing tools a plus (Map/Reduce, Hadoop, Hive, etc.) is desired. Excellent Microsoft Office skills, particularly in Excel, well organized and detail oriented. Strong written and verbal communication skills, ability to respond to all communications effectively and in a timely manner. Strong analytical and integrative skills including ability to formulate conclusions and identify trends from data in a logical and systematic manner. Ability to ask the right questions and seek help where appropriate. Flexibility and ability to diagnose and resolve issues; strong client service orientation. Leadership qualities preferred. Ability to work both independently and on client teams and enjoy a fast-paced environment. Self-starter and interest in continually challenging oneself and willingness to step outside of one’s comfort zone. Interest and ability to think beyond the task at hand and understand how one’s work fits into the broader landscape. PHYSICAL AND MENTAL REQUIREMENTS AND WORKING CONDITIONS Position operates in a typical office environment. The area is well-lit, temperature-controlled and free from hazards. Incumbent communicates frequently, in person and over the telephone, with people in a number of different locations on technical issues. Manual dexterity is needed in order to operate a keyboard. Hearing is needed for extensive telephone and in person communications. The environment in which the incumbent will work requires the ability to concentrate, meet deadlines, work on several projects at the same period and adapt to interruptions. The incumbent must be capable of traveling in the course of completing project assignments. Must be able to set and organize own work priorities, and adapt to them as they change frequently. Must be able to travel to the various Trinity Health sites as needed (may or may not apply). Trinity Health's Commitment to Diversity and Inclusion Trinity Health employs more than 120,000 colleagues at dozens of hospitals and hundreds of health centers in 21 states. Because we serve diverse populations, our colleagues are trained to recognize the cultural beliefs, values, traditions, language preferences, and health practices of the communities that we serve and to apply that knowledge to produce positive health outcomes. We also recognize that each of us has a different way of thinking and perceiving our world and that these differences often lead to innovative solutions.  Trinity Health's dedication to diversity includes a unified workforce (through training and education, recruitment, retention and development), commitment and accountability, communication, community partnerships, and supplier diversity.","10000--1","Health Care Services & Hospitals"
"426","IBM",3.5,"$101k-$146k","Denver","CO"," IBM Global Business Services (GBS) is a team of business, strategy and technology consultants enabling enterprises to make smarter decisions and providing unparalleled client and consumer experiences in cognitive, data analytics, cloud technology and mobile app development. With global reach, outcome-focused methodologies and deep industry expertise, IBM GBS empowers clients to digitally reinvent their business and get the competitive edge in the cognitive era in over 170 countries.  Bottom line? We outthink ordinary. Discover what you can do at IBM.  We are seeking an experienced data scientist with software development skills to join the team of IBMers currently supporting a government client. The government client is working to redefine the business of delivering intelligence data and analysis. IBM has worked closely with its client to apply a performance assessment methodology and capability – AdvantEdge – to the intelligence analysis while providing ground-breaking analytics that change business processes.  The Analytic Data Scientist will provide full time, on site support to government personnel who require expertise in data manipulation and analysis. Duties include:Developing and maintaining applications for data visualization and data extraction techniquesGathering, analyzing, and portraying data in meaningful waysSupporting policy decision with data-driven analytical productsTHIS POSITION REQUIRES AN ACTIVE TS/SCI CLEARANCE WITH A CI POLYGRAPH BENEFITS  Health Insurance. Paid time off. Corporate Holidays. Sick leave. Family planning. Financial Guidance. Competitive 401K. Training and Learning. We continue to expand our benefits and programs, offering some of the best support, guidance and coverage for a diverse employee population. CAREER GROWTH Our goal is to be essential to the world, which starts with our people. Company wide we kicked off an internal talent strategy program called Go Organic. At our core, we are committed to believing and investing in our workforce through: Skill development: helping our employees grow their foundational skillsFinding the dream job at IBM: navigating our company with the potential for many careers by channeling an employee’s strengths and career aspirationsDiversity of people: Diversity of thought driving collective innovation In 2015, Go Organic filled approximately 50% of our open positions with internal talent that were promoted into the role. CORPORATE CITIZENSHIP With an employee population of 375,000 in over 170 countries, amazingly we connect, collaborate, and care. IBMers drive a corporate culture of shared responsibility. We love grand challenges and everyday improvements for our company and for the world. We care about each other, our clients, and the communities we live, work, and play in!  http://www.ibm.com/ibm/responsibility/initiatives.html  http://www.ibm.com/ibm/responsibility/corporateservicecorps  (2252) PSHJAuto req ID 108542BR Required Education Bachelor's Degree Role ( Job Role ) Data Scientist State / Province COLORADO Primary job category Data Science Contract type Regular Employment Type Full-Time ERBP Yes Is this role a commissionable/sales incentive based position? No Travel Required Up to 25% or 2 days a week (home on weekends- based on project requirements) IBM Business Group GBS Preferred Education Master's Degree City / Township / Village DENVER EO Statement IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status. Required Technical and Professional ExpertiseMust demonstrate sufficient development experience using a variety of languages as the project dictates: primarily Java, Groovy, and JavascriptMust demonstrate broad quantitative and qualitative analysis skills and experience such as: ­ Advanced quantitative data manipulation, specifically the acquisition, processing, storage, retrieval, and analysis of intelligence reports and productsDatabase design, use, and management, including MySQL and NoSQL (specifically mongoDB) ­Web development capabilities including HTML5, JavaScript, AngularJs/React.js and node.js with the ability to build new ways to visualize dataMust possess the ability to communicate clearly, concisely, and with technical accuracy in both oral and written modesMust be able to work effectively under time constraints and potentially changing priorities, while maintaining a high level of attention to detailMust be able to work in a collaborative, team environmentCountry United States Preferred Technical and Professional ExperienceThree to five years of software development experience using Java (Groovy) and JavaScriptThree to five years of statistical methods to visualize dataThree to five years of Linux administrationSecondary Job Category Other Data Science Eligibility RequirementsUnited States Citizenship requiredActive TS/SCI Clearance with CI Polygraph requiredPosition Type Professional Early Professional Track Not Applicable - Professional Hire New Collar Role No","10000--1",NA
"427","Nissan North America",3.3,"$72k-$111k","Franklin","TN","Auto req ID 55931BR Position Title Data Scientist Posting Description We are looking for a Data Scientist for the ACMS Data Analytics group in Silicon Valley, CA who will help us discover insights hidden in vast amounts of data from a variety of sources such as telematics (i.e. connected cars), social media, app usage data, and marketing & sales data to make smarter decisions to improve vehicle quality, deliver new connected car/mobility services, and derive new opportunities in departments such as marketing, after sales, and finance.  The innovative cars of tomorrow will deliver incredible performance, innovative mobility services, and protect the environment. Advances in autonomous vehicles and connected cars are poised to transform the entire mobility and transportation eco-system. Nissan, in alliance with Renault has created a new 300 person division, the Alliance Connected and Mobility Services (ACMS) Division, for the purpose of releasing at least 10 vehicles with “significant” autonomous driving capabilities by 2020. Nissan and Renault’s new ACMS Division will focus on the development of software, cloud engineering, and big data analytics for connected-car technologies. The ACMS division spans three continents; Europe, North America, and Asia. ACMS is divided into divisions covering Connected / Mobility Services, Connected Car Platform / Architecture, Connected Car Engineering, and Data Analytics. The ACMS Data Analytics group in Silicon Valley was recently established and will focus on utilizing data analytics and connected car data to: (1) enable predictive analytics for connected vehicle health, (2) enable / optimize new data based connected car / mobility services, (3) optimize business units related to digital marketing, after-sales, and finance. Job Requirements:Applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated into our back end to support new and existing services.Text analytics and experience in graph analytics is desired for deriving insights from text based data.Selecting features, building and optimizing classifiers using machine learning techniques to enhance predictive analyticsData mining using state-of-the-art methodsExtending company’s data with third party sources of information when neededEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerMinimum Requirements:MS or PhD degree in Statistics, Operations Research, EE, CS or equivalent / related area7 years of experience directly related professional level experience.2+ years of experience in data analyticsExcellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.Experience with common data science toolkits, such as R, NumPy, Spark, Excellence in at least one of these is highly desirableExperience with data visualization tools, such as Tableau, etcProficiency in using query languages such as SQL or equivalentExperience with NoSQL databases, such as MongoDB or equivalentGood applied statistics skills, such as distributions, statistical testing, regression, Bayesian, Markov chains, etc.Good scripting and programming skills in Python or equivalentData-oriented personality We are proud to offer employees a benefit package designed to enhance your well-being and reward job performance. Some of these benefits include comprehensive healthcare coverage, paid holidays, paid vacation time, 401(K), vehicle lease/purchase programs. Welcome to an open lane of possibility. Apply today.Applicants will be considered for all positions regardless of race, gender, military status, disability, or any other status protected by law. *Candidates for this position must be legally authorized to work in the United States. Function M&S (Global) Site / Location of Position US - Silicon Valley, CA Legal Entity Nissan North America, Inc. (NNA) Business Unit NNA - Headquarters Job Grade USA Grade 11 Department Name MCAP Vehicle Connected Services : Vikram Krishnamurthy","10000--1","Transportation Equipment Manufacturing"
